@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
3218,107270,360145,82612,449973,0.155115,0.229496,0.56493,0.229496,0.43507,0.326397,0.189882,1.208626,0.536585
3219,107263,360152,82605,449980,0.155102,0.229481,0.564935,0.229481,0.435065,0.326383,0.189868,1.208636,0.536594
3220,107069,360346,82464,450121,0.154837,0.229066,0.56491,0.229066,0.43509,0.325959,0.189533,1.208582,0.536649
3221,107045,360370,82454,450131,0.154818,0.229015,0.564884,0.229015,0.435116,0.325903,0.189499,1.208528,0.53668
3222,107027,360388,82431,450154,0.154775,0.228976,0.564911,0.228976,0.435089,0.325868,0.189458,1.208587,0.536723
3223,107020,360395,82424,450161,0.154762,0.228961,0.564916,0.228961,0.435084,0.325854,0.189444,1.208597,0.536729
3224,106701,360714,82136,450449,0.154221,0.228279,0.565043,0.228279,0.434957,0.325183,0.188837,1.208868,0.536732
3225,106572,360843,82025,450560,0.154013,0.228003,0.565078,0.228003,0.434922,0.324909,0.188597,1.208943,0.536741
3226,106556,360859,82005,450580,0.153975,0.227969,0.565101,0.227969,0.434899,0.324878,0.188561,1.208992,0.536842
3227,106548,360867,81997,450588,0.15396,0.227952,0.565106,0.227952,0.434894,0.324861,0.188545,1.209004,0.536885
3228,106483,360932,81934,450651,0.153842,0.227813,0.565145,0.227813,0.434855,0.324726,0.188417,1.209087,0.536913
3229,106470,360945,81917,450668,0.15381,0.227785,0.565166,0.227785,0.434834,0.324702,0.188387,1.209132,0.536946
3230,106457,360958,81911,450674,0.153799,0.227757,0.565154,0.227757,0.434846,0.324671,0.188368,1.209106,0.536986
3231,106436,360979,81893,450692,0.153765,0.227712,0.56516,0.227712,0.43484,0.324627,0.188329,1.209118,0.536993
3232,106416,360999,81861,450724,0.153705,0.227669,0.56521,0.227669,0.43479,0.324591,0.188277,1.209225,0.537037
3233,106383,361032,81831,450754,0.153649,0.227599,0.565224,0.227599,0.434776,0.324522,0.188214,1.209254,0.537102
3234,106362,361053,81806,450779,0.153602,0.227554,0.56525,0.227554,0.43475,0.324481,0.188168,1.209311,0.537113
3235,106217,361198,81683,450902,0.153371,0.227243,0.565285,0.227243,0.434715,0.324171,0.1879,1.209385,0.537134
3236,106137,361278,81607,450978,0.153228,0.227072,0.565328,0.227072,0.434672,0.324004,0.187744,1.209478,0.53719
3237,105970,361445,81445,451140,0.152924,0.226715,0.56543,0.226715,0.43457,0.323657,0.187415,1.209695,0.537205
3238,105935,361480,81424,451161,0.152885,0.22664,0.565412,0.22664,0.434588,0.323577,0.187359,1.209657,0.537291
3239,105906,361509,81402,451183,0.152843,0.226578,0.565411,0.226578,0.434589,0.323514,0.187308,1.209655,0.537313
3240,105888,361527,81382,451203,0.152806,0.22654,0.56543,0.22654,0.43457,0.323478,0.18727,1.209695,0.537351
3241,105783,361632,81303,451282,0.152657,0.226315,0.565424,0.226315,0.434576,0.323248,0.187086,1.209684,0.537367
3242,105733,361682,81255,451330,0.152567,0.226208,0.565453,0.226208,0.434547,0.323143,0.186988,1.209746,0.537383
3243,105726,361689,81250,451335,0.152558,0.226193,0.565452,0.226193,0.434548,0.323128,0.186976,1.209743,0.537415
3244,105720,361695,81242,451343,0.152543,0.22618,0.565463,0.22618,0.434537,0.323116,0.186962,1.209765,0.537431
3245,105551,361864,81103,451482,0.152282,0.225819,0.56549,0.225819,0.43451,0.322752,0.186654,1.209825,0.537445
3246,105512,361903,81070,451515,0.15222,0.225735,0.565499,0.225735,0.434501,0.322668,0.186582,1.209844,0.537477
3247,105484,361931,81042,451543,0.152167,0.225675,0.565519,0.225675,0.434481,0.32261,0.186526,1.209886,0.537548
3248,104976,362439,80619,451966,0.151373,0.224588,0.565619,0.224588,0.434381,0.321514,0.185595,1.2101,0.537587
3249,104917,362498,80558,452027,0.151258,0.224462,0.565667,0.224462,0.434333,0.321393,0.185475,1.210202,0.537594
3250,104883,362532,80530,452055,0.151206,0.224389,0.565672,0.224389,0.434328,0.321319,0.185413,1.210214,0.53762
3251,104841,362574,80496,452089,0.151142,0.2243,0.565678,0.2243,0.434322,0.321228,0.185337,1.210226,0.537634
3252,104825,362590,80480,452105,0.151112,0.224265,0.565689,0.224265,0.434311,0.321194,0.185305,1.21025,0.537691
3253,104608,362807,80285,452300,0.150746,0.223801,0.565776,0.223801,0.434224,0.320732,0.184893,1.210436,0.537705
3254,104592,362823,80264,452321,0.150706,0.223767,0.565803,0.223767,0.434197,0.320701,0.184856,1.210493,0.537713
3255,104567,362848,80241,452344,0.150663,0.223713,0.565814,0.223713,0.434186,0.320648,0.184808,1.210518,0.537736
3256,104563,362852,80232,452353,0.150646,0.223705,0.565832,0.223705,0.434168,0.320642,0.184795,1.210557,0.537778
3257,104511,362904,80196,452389,0.150579,0.223594,0.56582,0.223594,0.43418,0.320526,0.184707,1.210531,0.537859
3258,104452,362963,80139,452446,0.150472,0.223467,0.565856,0.223467,0.434144,0.320402,0.184591,1.210608,0.537879
3259,104426,362989,80113,452472,0.150423,0.223412,0.565875,0.223412,0.434125,0.320348,0.184539,1.210648,0.537885
3260,104362,363053,80048,452537,0.150301,0.223275,0.565924,0.223275,0.434076,0.320215,0.18441,1.210752,0.537893
3261,104257,363158,79959,452626,0.150134,0.22305,0.56595,0.22305,0.43405,0.319988,0.184216,1.210808,0.537901
3262,104138,363277,79802,452783,0.149839,0.222796,0.566152,0.222796,0.433848,0.319758,0.18394,1.211241,0.537954
3263,104101,363314,79780,452805,0.149798,0.222716,0.566132,0.222716,0.433868,0.319673,0.183881,1.211199,0.537975
3264,104072,363343,79760,452825,0.14976,0.222654,0.566126,0.222654,0.433874,0.319608,0.183832,1.211184,0.538012
3265,104050,363365,79743,452842,0.149728,0.222607,0.566126,0.222607,0.433874,0.31956,0.183793,1.211185,0.53804
3266,103946,363469,79668,452917,0.149587,0.222385,0.566112,0.222385,0.433888,0.319328,0.183614,1.211154,0.538043
3267,103872,363543,79610,452975,0.149478,0.222227,0.566115,0.222227,0.433885,0.319166,0.183482,1.211162,0.538048
3268,103804,363611,79537,453048,0.149341,0.222081,0.56618,0.222081,0.43382,0.319026,0.183341,1.2113,0.538058
3269,103778,363637,79516,453069,0.149302,0.222025,0.566183,0.222025,0.433817,0.318969,0.183294,1.211307,0.538076
3270,103563,363852,79320,453265,0.148934,0.221565,0.56628,0.221565,0.43372,0.318509,0.182883,1.211515,0.538127
3271,103444,363971,79213,453372,0.148733,0.221311,0.566329,0.221311,0.433671,0.318254,0.182657,1.21162,0.538144
3272,103417,363998,79193,453392,0.148696,0.221253,0.566327,0.221253,0.433673,0.318194,0.18261,1.211615,0.538254
3273,103229,364186,79048,453537,0.148423,0.220851,0.56633,0.220851,0.43367,0.317778,0.182277,1.211622,0.538265
3274,103204,364211,79031,453554,0.148391,0.220797,0.566324,0.220797,0.433676,0.317722,0.182235,1.211608,0.538342
3275,103066,364349,78890,453695,0.148127,0.220502,0.566434,0.220502,0.433566,0.317433,0.181956,1.211843,0.53838
3276,102836,364579,78679,453906,0.14773,0.22001,0.566543,0.22001,0.433457,0.31694,0.181515,1.212076,0.538462
3277,102656,364759,78489,454096,0.147374,0.219625,0.566706,0.219625,0.433294,0.316566,0.181145,1.212426,0.538523
3278,102595,364820,78421,454164,0.147246,0.219494,0.566773,0.219494,0.433227,0.316441,0.181016,1.212569,0.538686
3279,102549,364866,78389,454196,0.147186,0.219396,0.566763,0.219396,0.433237,0.316337,0.180938,1.212548,0.538721
3280,102533,364882,78379,454206,0.147167,0.219362,0.566756,0.219362,0.433244,0.3163,0.180912,1.212533,0.538732
3281,102523,364892,78356,454229,0.147124,0.21934,0.566804,0.21934,0.433196,0.316286,0.180879,1.212636,0.53876
3282,102479,364936,78316,454269,0.147049,0.219246,0.566824,0.219246,0.433176,0.316191,0.180795,1.212679,0.538847
3283,102395,365020,78225,454360,0.146878,0.219067,0.566908,0.219067,0.433092,0.316017,0.18062,1.212859,0.538889
3284,102366,365049,78194,454391,0.14682,0.219005,0.566936,0.219005,0.433064,0.315957,0.18056,1.212918,0.538941
3285,102180,365235,78012,454573,0.146478,0.218607,0.567062,0.218607,0.432938,0.315562,0.180192,1.213187,0.538961
3286,102175,365240,78001,454584,0.146457,0.218596,0.567084,0.218596,0.432916,0.315554,0.180176,1.213235,0.539048
3287,102138,365277,77971,454614,0.146401,0.218517,0.56709,0.218517,0.43291,0.315472,0.180109,1.213247,0.539056
3288,102067,365348,77893,454692,0.146255,0.218365,0.567165,0.218365,0.432835,0.315326,0.17996,1.213408,0.539063
3289,102027,365388,77861,454724,0.146195,0.218279,0.56717,0.218279,0.43283,0.315237,0.179888,1.213418,0.539216
3290,102024,365391,77854,454731,0.146181,0.218273,0.567184,0.218273,0.432816,0.315233,0.179878,1.213449,0.539295
3291,102008,365407,77825,454760,0.146127,0.218239,0.567237,0.218239,0.432763,0.315205,0.179833,1.213563,0.539326
3292,101995,365420,77797,454788,0.146074,0.218211,0.567294,0.218211,0.432706,0.315185,0.179792,1.213685,0.539379
3293,101951,365464,77756,454829,0.145997,0.218117,0.567318,0.218117,0.432682,0.315091,0.179707,1.213735,0.539474
3294,101932,365483,77733,454852,0.145954,0.218076,0.567345,0.218076,0.432655,0.315052,0.179665,1.213792,0.539568
3295,101894,365521,77699,454886,0.14589,0.217995,0.567361,0.217995,0.432639,0.31497,0.179593,1.213826,0.53958
3296,101859,365556,77672,454913,0.14584,0.21792,0.567362,0.21792,0.432638,0.314892,0.179531,1.213828,0.539623
3297,101847,365568,77658,454927,0.145813,0.217894,0.567377,0.217894,0.432623,0.314867,0.179505,1.213861,0.539629
3298,101775,365640,77577,455008,0.145661,0.21774,0.56746,0.21774,0.43254,0.314719,0.179352,1.214038,0.539662
3299,101739,365676,77532,455053,0.145577,0.217663,0.567515,0.217663,0.432485,0.314647,0.179271,1.214157,0.53967
3300,101606,365809,77414,455171,0.145355,0.217379,0.567568,0.217379,0.432432,0.314358,0.17902,1.21427,0.539683
3301,101578,365837,77389,455196,0.145308,0.217319,0.567579,0.217319,0.432421,0.314297,0.178967,1.214295,0.539711
3302,101511,365904,77335,455250,0.145207,0.217175,0.567589,0.217175,0.432411,0.314149,0.178846,1.214315,0.539749
3303,101495,365920,77324,455261,0.145186,0.217141,0.567585,0.217141,0.432415,0.314112,0.178819,1.214307,0.539823
3304,101489,365926,77316,455269,0.145171,0.217128,0.567596,0.217128,0.432404,0.3141,0.178805,1.21433,0.539829
3305,101405,366010,77245,455340,0.145038,0.216949,0.567618,0.216949,0.432382,0.313916,0.17865,1.214377,0.539877
3306,101397,366018,77236,455349,0.145021,0.216931,0.567627,0.216931,0.432373,0.313899,0.178633,1.214397,0.539894
3307,101315,366100,77166,455419,0.14489,0.216756,0.567651,0.216756,0.432349,0.313719,0.178481,1.214449,0.539906
3308,101231,366184,77087,455498,0.144741,0.216576,0.567699,0.216576,0.432301,0.313538,0.178318,1.214551,0.539962
3309,101090,366325,76946,455639,0.144476,0.216275,0.567807,0.216275,0.432193,0.313238,0.178036,1.21478,0.54
3310,101081,366334,76936,455649,0.144458,0.216255,0.567817,0.216255,0.432183,0.31322,0.178017,1.214802,0.540044
3311,100936,366479,76816,455769,0.144232,0.215945,0.567847,0.215945,0.432153,0.312899,0.177752,1.214868,0.540059
3312,100895,366520,76778,455807,0.144161,0.215857,0.567869,0.215857,0.432131,0.31281,0.177673,1.214914,0.540098
3313,100856,366559,76747,455838,0.144103,0.215774,0.567873,0.215774,0.432127,0.312723,0.177603,1.214923,0.540107
3314,100781,366634,76688,455897,0.143992,0.215614,0.567879,0.215614,0.432121,0.312555,0.177469,1.214936,0.540115
3315,100745,366670,76655,455930,0.14393,0.215537,0.567897,0.215537,0.432103,0.312477,0.1774,1.214975,0.540146
3316,100722,366693,76618,455967,0.143861,0.215487,0.56796,0.215487,0.43204,0.312435,0.17734,1.215108,0.540196
3317,100538,366877,76453,456132,0.143551,0.215094,0.56804,0.215094,0.43196,0.312033,0.176991,1.21528,0.54023
3318,100518,366897,76434,456151,0.143515,0.215051,0.568052,0.215051,0.431948,0.31199,0.176952,1.215306,0.540316
3319,100458,366957,76376,456209,0.143406,0.214922,0.568092,0.214922,0.431908,0.311861,0.176834,1.215391,0.540338
3320,100426,366989,76349,456236,0.143356,0.214854,0.568101,0.214854,0.431899,0.31179,0.176775,1.21541,0.540465
3321,100360,367055,76286,456299,0.143237,0.214713,0.568142,0.214713,0.431858,0.311647,0.176646,1.215498,0.540541
3322,100309,367106,76249,456336,0.143168,0.214604,0.568136,0.214604,0.431864,0.311532,0.176558,1.215486,0.540643
3323,100285,367130,76220,456365,0.143113,0.214552,0.568171,0.214552,0.431829,0.311483,0.176505,1.21556,0.54067
3324,100270,367145,76213,456372,0.1431,0.21452,0.568157,0.21452,0.431843,0.311447,0.176483,1.215529,0.540785
3325,100257,367158,76194,456391,0.143064,0.214492,0.568186,0.214492,0.431814,0.311422,0.176451,1.215592,0.540797
3326,100222,367193,76164,456421,0.143008,0.214418,0.568197,0.214418,0.431803,0.311345,0.176386,1.215616,0.540816
3327,100174,367241,76132,456453,0.142948,0.214315,0.568183,0.214315,0.431817,0.311234,0.176306,1.215585,0.540843
3328,99984,367431,75935,456650,0.142578,0.213908,0.568352,0.213908,0.431648,0.310831,0.175919,1.215948,0.540862
3329,99944,367471,75895,456690,0.142503,0.213823,0.568384,0.213823,0.431616,0.310745,0.175839,1.216015,0.540896
3330,99857,367558,75803,456782,0.14233,0.213637,0.568467,0.213637,0.431533,0.310561,0.17566,1.216194,0.540915
3331,99802,367613,75758,456827,0.142246,0.213519,0.568478,0.213519,0.431522,0.310438,0.17556,1.216217,0.540955
3332,99698,367717,75678,456907,0.142096,0.213297,0.568481,0.213297,0.431519,0.310203,0.175376,1.216224,0.540984
3333,99660,367755,75643,456942,0.14203,0.213215,0.568501,0.213215,0.431499,0.31012,0.175303,1.216267,0.541026
3334,99602,367813,75615,456970,0.141977,0.213091,0.568449,0.213091,0.431551,0.309981,0.175217,1.216156,0.541029
3335,99564,367851,75578,457007,0.141908,0.21301,0.568476,0.21301,0.431524,0.309899,0.175142,1.216212,0.541076
3336,99546,367869,75561,457024,0.141876,0.212971,0.568487,0.212971,0.431513,0.30986,0.175107,1.216235,0.541114
3337,99519,367896,75537,457048,0.141831,0.212914,0.568498,0.212914,0.431502,0.309801,0.175056,1.21626,0.541126
3338,99498,367917,75523,457062,0.141805,0.212869,0.568492,0.212869,0.431508,0.309752,0.175021,1.216246,0.541176
3339,99484,367931,75504,457081,0.141769,0.212839,0.568519,0.212839,0.431481,0.309725,0.174988,1.216305,0.541209
3340,99410,368005,75441,457144,0.141651,0.21268,0.568541,0.21268,0.431459,0.30956,0.174851,1.216352,0.541223
3341,99321,368094,75349,457236,0.141478,0.21249,0.568621,0.21249,0.431379,0.30937,0.17467,1.216522,0.541237
3342,99310,368105,75342,457243,0.141465,0.212466,0.568616,0.212466,0.431384,0.309345,0.174652,1.216513,0.54126
3343,99041,368374,75147,457438,0.141099,0.211891,0.568587,0.211891,0.431413,0.30873,0.174188,1.21645,0.541311
3344,99025,368390,75133,457452,0.141072,0.211857,0.568593,0.211857,0.431407,0.308694,0.174158,1.216463,0.541353
3345,98965,368450,75086,457499,0.140984,0.211728,0.568598,0.211728,0.431402,0.308559,0.174051,1.216473,0.541379
3346,98917,368498,75036,457549,0.14089,0.211626,0.568642,0.211626,0.431358,0.308456,0.173953,1.216568,0.541401
3347,98905,368510,75023,457562,0.140866,0.2116,0.568655,0.2116,0.431345,0.308431,0.173928,1.216595,0.541406
3348,98562,368853,74749,457836,0.140351,0.210866,0.5687,0.210866,0.4313,0.307657,0.173311,1.216692,0.541436
3349,98547,368868,74735,457850,0.140325,0.210834,0.568709,0.210834,0.431291,0.307624,0.173282,1.216711,0.54147
3350,98472,368943,74655,457930,0.140175,0.210674,0.568785,0.210674,0.431215,0.307465,0.173127,1.216873,0.541516
3351,98456,368959,74639,457946,0.140145,0.210639,0.568797,0.210639,0.431203,0.30743,0.173095,1.2169,0.541555
3352,98439,368976,74620,457965,0.140109,0.210603,0.568818,0.210603,0.431182,0.307394,0.173059,1.216943,0.541596
3353,98398,369017,74592,457993,0.140057,0.210515,0.568807,0.210515,0.431193,0.307299,0.17299,1.216922,0.541667
3354,98350,369065,74540,458045,0.139959,0.210413,0.568859,0.210413,0.431141,0.307197,0.17289,1.217032,0.541707
3355,98255,369160,74435,458150,0.139762,0.210209,0.568968,0.210209,0.431032,0.306997,0.17269,1.217264,0.541726
3356,98209,369206,74400,458185,0.139696,0.210111,0.568968,0.210111,0.431032,0.306892,0.172609,1.217265,0.541732
3357,98178,369237,74358,458227,0.139617,0.210045,0.569029,0.210045,0.430971,0.30683,0.172536,1.217396,0.541787
3358,98148,369267,74306,458279,0.13952,0.20998,0.569126,0.20998,0.430874,0.306775,0.172454,1.217603,0.541796
3359,98116,369299,74276,458309,0.139463,0.209912,0.569145,0.209912,0.430855,0.306705,0.172392,1.217643,0.541833
3360,98103,369312,74265,458320,0.139443,0.209884,0.569149,0.209884,0.430851,0.306676,0.172368,1.217651,0.541864
3361,98064,369351,74229,458356,0.139375,0.209801,0.56917,0.209801,0.43083,0.30659,0.172293,1.217697,0.541908
3362,98026,369389,74192,458393,0.139305,0.209719,0.569197,0.209719,0.430803,0.306507,0.172218,1.217755,0.541985
3363,97986,369429,74154,458431,0.139234,0.209634,0.569223,0.209634,0.430777,0.306419,0.17214,1.21781,0.542017
3364,97926,369489,74116,458469,0.139163,0.209505,0.569198,0.209505,0.430802,0.306279,0.172042,1.217758,0.542056
3365,97859,369556,74049,458536,0.139037,0.209362,0.569252,0.209362,0.430748,0.306133,0.171908,1.217873,0.542112
3366,97697,369718,73894,458691,0.138746,0.209016,0.56936,0.209016,0.43064,0.305778,0.171591,1.218103,0.542169
3367,97514,369901,73719,458866,0.138417,0.208624,0.569481,0.208624,0.430519,0.305376,0.171233,1.218363,0.542194
3368,97485,369930,73691,458894,0.138365,0.208562,0.569502,0.208562,0.430498,0.305313,0.171176,1.218407,0.54223
3369,97305,370110,73531,459054,0.138064,0.208177,0.569581,0.208177,0.430419,0.304911,0.170836,1.218577,0.542254
3370,97290,370125,73527,459058,0.138057,0.208145,0.569557,0.208145,0.430443,0.304873,0.170817,1.218525,0.542316
3371,97117,370298,73359,459226,0.137741,0.207775,0.569681,0.207775,0.430319,0.304494,0.170476,1.218791,0.542339
3372,97090,370325,73330,459255,0.137687,0.207717,0.56971,0.207717,0.43029,0.304436,0.17042,1.218853,0.542342
3373,97062,370353,73296,459289,0.137623,0.207657,0.569753,0.207657,0.430247,0.304378,0.170358,1.218945,0.542348
3374,97016,370399,73272,459313,0.137578,0.207559,0.569717,0.207559,0.430283,0.304267,0.170288,1.218868,0.542373
3375,96991,370424,73253,459332,0.137542,0.207505,0.569718,0.207505,0.430282,0.30421,0.170244,1.218869,0.542435
3376,96963,370452,73220,459365,0.13748,0.207445,0.569757,0.207445,0.430243,0.304151,0.170183,1.218954,0.542453
3377,96937,370478,73201,459384,0.137445,0.20739,0.569755,0.20739,0.430245,0.304091,0.170138,1.218949,0.542553
3378,96933,370482,73191,459394,0.137426,0.207381,0.569779,0.207381,0.430221,0.304085,0.170124,1.218999,0.542569
3379,96842,370573,73107,459478,0.137268,0.207186,0.56983,0.207186,0.43017,0.303883,0.169949,1.219109,0.542579
3380,96823,370592,73085,459500,0.137227,0.207146,0.569855,0.207146,0.430145,0.303843,0.169908,1.219164,0.542593
3381,96758,370657,73020,459565,0.137105,0.207007,0.569909,0.207007,0.430091,0.303701,0.169778,1.219278,0.542596
3382,96619,370796,72942,459643,0.136958,0.206709,0.569819,0.206709,0.430181,0.303368,0.169561,1.219085,0.542609
3383,96594,370821,72920,459665,0.136917,0.206656,0.569829,0.206656,0.430171,0.303312,0.169514,1.219107,0.542636
3384,96557,370858,72880,459705,0.136842,0.206577,0.56987,0.206577,0.43013,0.303232,0.169437,1.219194,0.542677
3385,96421,370994,72746,459839,0.13659,0.206286,0.569975,0.206286,0.430025,0.302933,0.169167,1.21942,0.542683
3386,96412,371003,72734,459851,0.136568,0.206266,0.569993,0.206266,0.430007,0.302915,0.169146,1.219458,0.5427
3387,96393,371022,72714,459871,0.13653,0.206226,0.570012,0.206226,0.429988,0.302874,0.169107,1.219498,0.542714
3388,96383,371032,72708,459877,0.136519,0.206204,0.570007,0.206204,0.429993,0.30285,0.169091,1.219487,0.542751
3389,96364,371051,72695,459890,0.136495,0.206164,0.570002,0.206164,0.429998,0.302806,0.169059,1.219478,0.542763
3390,96343,371072,72680,459905,0.136466,0.206119,0.569999,0.206119,0.430001,0.302757,0.169023,1.219472,0.542857
3391,96307,371108,72607,459978,0.136329,0.206042,0.570154,0.206042,0.429846,0.302696,0.168914,1.219803,0.54289
3392,96179,371236,72477,460108,0.136085,0.205768,0.570267,0.205768,0.429733,0.302416,0.168656,1.220045,0.542929
3393,96031,371384,72368,460217,0.135881,0.205451,0.570259,0.205451,0.429741,0.302073,0.168399,1.220027,0.54294
3394,95989,371426,72338,460247,0.135824,0.205361,0.570253,0.205361,0.429747,0.301975,0.168327,1.220015,0.542951
3395,95874,371541,72251,460334,0.135661,0.205115,0.570254,0.205115,0.429746,0.301709,0.168125,1.220017,0.542969
3396,95857,371558,72232,460353,0.135625,0.205079,0.570275,0.205079,0.429725,0.301672,0.168089,1.220062,0.543011
3397,95816,371599,72196,460389,0.135558,0.204991,0.570293,0.204991,0.429707,0.30158,0.168012,1.220099,0.543081
3398,95797,371618,72178,460407,0.135524,0.204951,0.570305,0.204951,0.429695,0.301538,0.167975,1.220126,0.543103
3399,95779,371636,72164,460421,0.135498,0.204912,0.570307,0.204912,0.429693,0.301496,0.167943,1.220129,0.543147
3400,95764,371651,72154,460431,0.135479,0.20488,0.570302,0.20488,0.429698,0.301461,0.167918,1.22012,0.543174
3401,95658,371757,72042,460543,0.135269,0.204653,0.570411,0.204653,0.429589,0.30123,0.1677,1.220353,0.543182
3402,95630,371785,72022,460563,0.135231,0.204593,0.570408,0.204593,0.429592,0.301165,0.167652,1.220345,0.543243
3403,95604,371811,72006,460579,0.135201,0.204538,0.570396,0.204538,0.429604,0.301103,0.16761,1.220319,0.543269
3404,95547,371868,71941,460644,0.135079,0.204416,0.570471,0.204416,0.429529,0.300981,0.167488,1.22048,0.543396
3405,95513,371902,71902,460683,0.135006,0.204343,0.570516,0.204343,0.429484,0.300909,0.167415,1.220578,0.543478
3406,95221,372194,71673,460912,0.134576,0.203718,0.570548,0.203718,0.429452,0.300235,0.166894,1.220645,0.54359
3407,95195,372220,71640,460945,0.134514,0.203663,0.570594,0.203663,0.429406,0.300181,0.166835,1.220743,0.543618
3408,95137,372278,71589,460996,0.134418,0.203539,0.570619,0.203539,0.429381,0.30005,0.166726,1.220797,0.543674
3409,95008,372407,71484,461101,0.134221,0.203263,0.570646,0.203263,0.429354,0.299754,0.166492,1.220855,0.543716
3410,94978,372437,71464,461121,0.134183,0.203198,0.570637,0.203198,0.429363,0.299683,0.166442,1.220836,0.543726
3411,94875,372540,71368,461217,0.134003,0.202978,0.570701,0.202978,0.429299,0.299452,0.166243,1.220972,0.54375
3412,94857,372558,71350,461235,0.133969,0.20294,0.570716,0.20294,0.429284,0.299412,0.166207,1.221005,0.543814
3413,94761,372654,71272,461313,0.133823,0.202734,0.570736,0.202734,0.429264,0.299191,0.166033,1.221048,0.543825
3414,94698,372717,71209,461376,0.133704,0.202599,0.57079,0.202599,0.42921,0.299052,0.165907,1.221162,0.543984
3415,94599,372816,71128,461457,0.133552,0.202388,0.570812,0.202388,0.429188,0.298824,0.165727,1.221211,0.544
3416,94577,372838,71099,461486,0.133498,0.202341,0.570855,0.202341,0.429145,0.298779,0.165676,1.221303,0.544008
3417,94526,372889,71055,461530,0.133415,0.202231,0.570875,0.202231,0.429125,0.298662,0.165581,1.221344,0.544061
3418,94494,372921,71025,461560,0.133359,0.202163,0.570895,0.202163,0.429105,0.29859,0.165519,1.221388,0.54409
3419,94432,372983,70971,461614,0.133258,0.20203,0.570921,0.20203,0.429079,0.298449,0.165403,1.221443,0.544118
3420,94416,372999,70952,461633,0.133222,0.201996,0.570945,0.201996,0.429055,0.298415,0.165368,1.221494,0.544148
3421,94384,373031,70925,461660,0.133171,0.201928,0.570955,0.201928,0.429045,0.298342,0.165309,1.221516,0.54417
3422,94358,373057,70896,461689,0.133117,0.201872,0.570988,0.201872,0.429012,0.298286,0.165254,1.221586,0.544186
3423,94336,373079,70865,461720,0.133059,0.201825,0.571038,0.201825,0.428962,0.298241,0.165201,1.221693,0.544218
3424,94285,373130,70826,461759,0.132985,0.201716,0.57104,0.201716,0.42896,0.298122,0.165111,1.221698,0.54428
3425,94228,373187,70763,461822,0.132867,0.201594,0.57111,0.201594,0.42889,0.297998,0.164991,1.221848,0.544293
3426,94090,373325,70659,461926,0.132672,0.201299,0.571111,0.201299,0.428889,0.297676,0.164749,1.22185,0.544304
3427,94085,373330,70657,461928,0.132668,0.201288,0.571105,0.201288,0.428895,0.297663,0.164742,1.221837,0.544335
3428,94057,373358,70642,461943,0.13264,0.201228,0.571084,0.201228,0.428916,0.297595,0.164699,1.221793,0.544355
3429,94048,373367,70622,461963,0.132602,0.201209,0.57113,0.201209,0.42887,0.29758,0.16467,1.221891,0.544358
3430,93955,373460,70563,462022,0.132492,0.20101,0.571093,0.20101,0.428907,0.297357,0.164518,1.22181,0.544444
3431,93921,373494,70523,462062,0.132416,0.200937,0.571143,0.200937,0.428857,0.297285,0.164444,1.221918,0.544458
3432,93867,373548,70465,462120,0.132308,0.200822,0.571203,0.200822,0.428797,0.297166,0.164332,1.222048,0.544462
3433,93824,373591,70434,462151,0.132249,0.20073,0.571199,0.20073,0.428801,0.297065,0.164258,1.222038,0.544467
3434,93569,373846,70248,462337,0.1319,0.200184,0.57118,0.200184,0.42882,0.296465,0.163817,1.221998,0.544554
3435,93562,373853,70240,462345,0.131885,0.200169,0.57119,0.200169,0.42881,0.29645,0.163802,1.222018,0.544592
3436,93528,373887,70214,462371,0.131836,0.200096,0.571191,0.200096,0.428809,0.29637,0.163742,1.222022,0.544643
3437,93525,373890,70206,462379,0.131821,0.20009,0.571211,0.20009,0.428789,0.296366,0.163731,1.222065,0.544669
3438,93505,373910,70189,462396,0.131789,0.200047,0.571218,0.200047,0.428782,0.29632,0.163694,1.222079,0.544685
3439,93329,374086,70019,462566,0.13147,0.199671,0.571351,0.199671,0.428649,0.295924,0.163348,1.222363,0.544715
3440,93303,374112,69995,462590,0.131425,0.199615,0.571366,0.199615,0.428634,0.295865,0.163298,1.222396,0.544747
3441,93288,374127,69983,462602,0.131402,0.199583,0.571369,0.199583,0.428631,0.29583,0.163271,1.222402,0.544762
3442,93258,374157,69954,462631,0.131348,0.199519,0.571392,0.199519,0.428608,0.295763,0.163212,1.222451,0.544765
3443,93219,374196,69926,462659,0.131295,0.199435,0.571387,0.199435,0.428613,0.295671,0.163145,1.222441,0.544776
3444,93204,374211,69910,462675,0.131265,0.199403,0.571404,0.199403,0.428596,0.295637,0.163114,1.222477,0.544792
3445,92838,374577,69606,462979,0.130695,0.19862,0.571508,0.19862,0.428492,0.29479,0.162444,1.222699,0.544798
3446,92720,374695,69492,463093,0.130481,0.198368,0.571598,0.198368,0.428402,0.294524,0.162212,1.222891,0.544828
